-----1035 1035 call53<__wasilibc_populate_preopens>
----1035-0b 1035 call53<__wasilibc_populate_preopens> 0b end
---1035-0b-00 1035 call53<__wasilibc_populate_preopens> 0b end 00 unreachable
--1035-0b-00-0b 1035 call53<__wasilibc_populate_preopens> 0b end 00 unreachable 0b end
-1035-0b-00-0b-017f 1035 call53<__wasilibc_populate_preopens> 0b end 00 unreachable 0b end 017f local[3]type=i32
1035-0b-00-0b-017f-0240 1035 call53<__wasilibc_populate_preopens> 0b end 00 unreachable 0b end 017f local[3]type=i32 0240 block
108c80808000-10a180808000-2100-10b180808000-2000-0d01 108c80808000 call12<__wasm_call_ctors> 10a180808000 call33<__main_void> 2100 local.set0 10b180808000 call49<__wasm_call_dtors> 2000 local.get0 0d01 br_if1
10a180808000-2100-10b180808000-2000-0d01-0f 10a180808000 call33<__main_void> 2100 local.set0 10b180808000 call49<__wasm_call_dtors> 2000 local.get0 0d01 br_if1 0f return
2100-10b180808000-2000-0d01-0f-0b 2100 local.set0 10b180808000 call49<__wasm_call_dtors> 2000 local.get0 0d01 br_if1 0f return 0b end
10b180808000-2000-0d01-0f-0b-00 10b180808000 call49<__wasm_call_dtors> 2000 local.get0 0d01 br_if1 0f return 0b end 00 unreachable
2000-0d01-0f-0b-00-00 2000 local.get0 0d01 br_if1 0f return 0b end 00 unreachable 00 unreachable
0d01-0f-0b-00-00-0b 0d01 br_if1 0f return 0b end 00 unreachable 00 unreachable 0b end
0f-0b-00-00-0b-2000 0f return 0b end 00 unreachable 00 unreachable 0b end 2000 local.get0
0b-00-00-0b-2000-10ad80808000 0b end 00 unreachable 00 unreachable 0b end 2000 local.get0 10ad80808000 call45<__wasi_proc_exit>
00-00-0b-2000-10ad80808000-00 00 unreachable 00 unreachable 0b end 2000 local.get0 10ad80808000 call45<__wasi_proc_exit> 00 unreachable
00-0b-2000-10ad80808000-00-0b 00 unreachable 0b end 2000 local.get0 10ad80808000 call45<__wasi_proc_exit> 00 unreachable 0b end
0b-2000-10ad80808000-00-0b-057f 0b end 2000 local.get0 10ad80808000 call45<__wasi_proc_exit> 00 unreachable 0b end 057f local[0..4]type=i32
2000-10ad80808000-00-0b-057f-017d 2000 local.get0 10ad80808000 call45<__wasi_proc_exit> 00 unreachable 0b end 057f local[0..4]type=i32 017d local[5]type=f32
10ad80808000-00-0b-057f-017d-017f 10ad80808000 call45<__wasi_proc_exit> 00 unreachable 0b end 057f local[0..4]type=i32 017d local[5]type=f32 017f local[6]type=i32
00-0b-057f-017d-017f-017d 00 unreachable 0b end 057f local[0..4]type=i32 017d local[5]type=f32 017f local[6]type=i32 017d local[7]type=f32
0b-057f-017d-017f-017d-017f 0b end 057f local[0..4]type=i32 017d local[5]type=f32 017f local[6]type=i32 017d local[7]type=f32 017f local[8]type=i32
057f-017d-017f-017d-017f-238080808000 057f local[0..4]type=i32 017d local[5]type=f32 017f local[6]type=i32 017d local[7]type=f32 017f local[8]type=i32 238080808000 global.get0<__stack_pointer>
017d-017f-017d-017f-238080808000-4130 017d local[5]type=f32 017f local[6]type=i32 017d local[7]type=f32 017f local[8]type=i32 238080808000 global.get0<__stack_pointer> 4130 i32.const48
017f-017d-017f-238080808000-4130-6b 017f local[6]type=i32 017d local[7]type=f32 017f local[8]type=i32 238080808000 global.get0<__stack_pointer> 4130 i32.const48 6b i32.sub
017d-017f-238080808000-4130-6b-2202 017d local[7]type=f32 017f local[8]type=i32 238080808000 global.get0<__stack_pointer> 4130 i32.const48 6b i32.sub 2202 local.tee2
017f-238080808000-4130-6b-2202-248080808000 017f local[8]type=i32 238080808000 global.get0<__stack_pointer> 4130 i32.const48 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer>
238080808000-4130-6b-2202-248080808000-4100 238080808000 global.get0<__stack_pointer> 4130 i32.const48 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0
4130-6b-2202-248080808000-4100-2103 4130 i32.const48 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3
6b-2202-248080808000-4100-2103-4100 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0
2202-248080808000-4100-2103-4100-2104 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0 2104 local.set4
248080808000-4100-2103-4100-2104-0240 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0 2104 local.set4 0240 block
4100-2103-4100-2104-0240-0340 4100 i32.const0 2103 local.set3 4100 i32.const0 2104 local.set4 0240 block 0340 loop
2103-4100-2104-0240-0340-2003 2103 local.set3 4100 i32.const0 2104 local.set4 0240 block 0340 loop 2003 local.get3
4100-2104-0240-0340-2003-2000 4100 i32.const0 2104 local.set4 0240 block 0340 loop 2003 local.get3 2000 local.get0
2104-0240-0340-2003-2000-280208 2104 local.set4 0240 block 0340 loop 2003 local.get3 2000 local.get0 280208 i32.load28
0240-0340-2003-2000-280208-2205 0240 block 0340 loop 2003 local.get3 2000 local.get0 280208 i32.load28 2205 local.tee5
0340-2003-2000-280208-2205-4f 0340 loop 2003 local.get3 2000 local.get0 280208 i32.load28 2205 local.tee5 4f i32.ge_u
2003-2000-280208-2205-4f-0d01 2003 local.get3 2000 local.get0 280208 i32.load28 2205 local.tee5 4f i32.ge_u 0d01 br_if1
2000-280208-2205-4f-0d01-2000 2000 local.get0 280208 i32.load28 2205 local.tee5 4f i32.ge_u 0d01 br_if1 2000 local.get0
280208-2205-4f-0d01-2000-280200 280208 i32.load28 2205 local.tee5 4f i32.ge_u 0d01 br_if1 2000 local.get0 280200 i32.load20
2205-4f-0d01-2000-280200-2003 2205 local.tee5 4f i32.ge_u 0d01 br_if1 2000 local.get0 280200 i32.load20 2003 local.get3
4f-0d01-2000-280200-2003-419006 4f i32.ge_u 0d01 br_if1 2000 local.get0 280200 i32.load20 2003 local.get3 419006 i32.const784
0d01-2000-280200-2003-419006-6c 0d01 br_if1 2000 local.get0 280200 i32.load20 2003 local.get3 419006 i32.const784 6c i32.mul
2000-280200-2003-419006-6c-6a 2000 local.get0 280200 i32.load20 2003 local.get3 419006 i32.const784 6c i32.mul 6a i32.add
280200-2003-419006-6c-6a-2001 280200 i32.load20 2003 local.get3 419006 i32.const784 6c i32.mul 6a i32.add 2001 local.get1
2003-419006-6c-6a-2001-2002 2003 local.get3 419006 i32.const784 6c i32.mul 6a i32.add 2001 local.get1 2002 local.get2
419006-6c-6a-2001-2002-109880808000 419006 i32.const784 6c i32.mul 6a i32.add 2001 local.get1 2002 local.get2 109880808000 call24<neural_network_hypothesis>
6c-6a-2001-2002-109880808000-4100 6c i32.mul 6a i32.add 2001 local.get1 2002 local.get2 109880808000 call24<neural_network_hypothesis> 4100 i32.const0
6a-2001-2002-109880808000-4100-2105 6a i32.add 2001 local.get1 2002 local.get2 109880808000 call24<neural_network_hypothesis> 4100 i32.const0 2105 local.set5
2001-2002-109880808000-4100-2105-2002 2001 local.get1 2002 local.get2 109880808000 call24<neural_network_hypothesis> 4100 i32.const0 2105 local.set5 2002 local.get2
2002-109880808000-4100-2105-2002-2106 2002 local.get2 109880808000 call24<neural_network_hypothesis> 4100 i32.const0 2105 local.set5 2002 local.get2 2106 local.set6
109880808000-4100-2105-2002-2106-2002 109880808000 call24<neural_network_hypothesis> 4100 i32.const0 2105 local.set5 2002 local.get2 2106 local.set6 2002 local.get2
4100-2105-2002-2106-2002-2a0200 4100 i32.const0 2105 local.set5 2002 local.get2 2106 local.set6 2002 local.get2 2a0200 f32.load20
2105-2002-2106-2002-2a0200-2107 2105 local.set5 2002 local.get2 2106 local.set6 2002 local.get2 2a0200 f32.load20 2107 local.set7
2002-2106-2002-2a0200-2107-4100 2002 local.get2 2106 local.set6 2002 local.get2 2a0200 f32.load20 2107 local.set7 4100 i32.const0
2106-2002-2a0200-2107-4100-2108 2106 local.set6 2002 local.get2 2a0200 f32.load20 2107 local.set7 4100 i32.const0 2108 local.set8
2002-2a0200-2107-4100-2108-0240 2002 local.get2 2a0200 f32.load20 2107 local.set7 4100 i32.const0 2108 local.set8 0240 block
2a0200-2107-4100-2108-0240-0340 2a0200 f32.load20 2107 local.set7 4100 i32.const0 2108 local.set8 0240 block 0340 loop
2107-4100-2108-0240-0340-2005 2107 local.set7 4100 i32.const0 2108 local.set8 0240 block 0340 loop 2005 local.get5
4100-2108-0240-0340-2005-410a 4100 i32.const0 2108 local.set8 0240 block 0340 loop 2005 local.get5 410a i32.const10
2108-0240-0340-2005-410a-46 2108 local.set8 0240 block 0340 loop 2005 local.get5 410a i32.const10 46 i32.eq
0240-0340-2005-410a-46-0d01 0240 block 0340 loop 2005 local.get5 410a i32.const10 46 i32.eq 0d01 br_if1
0340-2005-410a-46-0d01-2005 0340 loop 2005 local.get5 410a i32.const10 46 i32.eq 0d01 br_if1 2005 local.get5
2005-410a-46-0d01-2005-2008 2005 local.get5 410a i32.const10 46 i32.eq 0d01 br_if1 2005 local.get5 2008 local.get8
410a-46-0d01-2005-2008-2007 410a i32.const10 46 i32.eq 0d01 br_if1 2005 local.get5 2008 local.get8 2007 local.get7
46-0d01-2005-2008-2007-2006 46 i32.eq 0d01 br_if1 2005 local.get5 2008 local.get8 2007 local.get7 2006 local.get6
0d01-2005-2008-2007-2006-2a0200 0d01 br_if1 2005 local.get5 2008 local.get8 2007 local.get7 2006 local.get6 2a0200 f32.load20
2005-2008-2007-2006-2a0200-2209 2005 local.get5 2008 local.get8 2007 local.get7 2006 local.get6 2a0200 f32.load20 2209 local.tee9
2008-2007-2006-2a0200-2209-5d 2008 local.get8 2007 local.get7 2006 local.get6 2a0200 f32.load20 2209 local.tee9 5d f32.lt
2007-2006-2a0200-2209-5d-220a 2007 local.get7 2006 local.get6 2a0200 f32.load20 2209 local.tee9 5d f32.lt 220a local.tee10
2006-2a0200-2209-5d-220a-1b 2006 local.get6 2a0200 f32.load20 2209 local.tee9 5d f32.lt 220a local.tee10 1b select
2a0200-2209-5d-220a-1b-2108 2a0200 f32.load20 2209 local.tee9 5d f32.lt 220a local.tee10 1b select 2108 local.set8
2209-5d-220a-1b-2108-2009 2209 local.tee9 5d f32.lt 220a local.tee10 1b select 2108 local.set8 2009 local.get9
5d-220a-1b-2108-2009-2007 5d f32.lt 220a local.tee10 1b select 2108 local.set8 2009 local.get9 2007 local.get7
220a-1b-2108-2009-2007-200a 220a local.tee10 1b select 2108 local.set8 2009 local.get9 2007 local.get7 200a local.get10
1b-2108-2009-2007-200a-1b 1b select 2108 local.set8 2009 local.get9 2007 local.get7 200a local.get10 1b select
2108-2009-2007-200a-1b-2107 2108 local.set8 2009 local.get9 2007 local.get7 200a local.get10 1b select 2107 local.set7
2009-2007-200a-1b-2107-2006 2009 local.get9 2007 local.get7 200a local.get10 1b select 2107 local.set7 2006 local.get6
2007-200a-1b-2107-2006-4104 2007 local.get7 200a local.get10 1b select 2107 local.set7 2006 local.get6 4104 i32.const4
200a-1b-2107-2006-4104-6a 200a local.get10 1b select 2107 local.set7 2006 local.get6 4104 i32.const4 6a i32.add
1b-2107-2006-4104-6a-2106 1b select 2107 local.set7 2006 local.get6 4104 i32.const4 6a i32.add 2106 local.set6
2107-2006-4104-6a-2106-2005 2107 local.set7 2006 local.get6 4104 i32.const4 6a i32.add 2106 local.set6 2005 local.get5
2006-4104-6a-2106-2005-4101 2006 local.get6 4104 i32.const4 6a i32.add 2106 local.set6 2005 local.get5 4101 i32.const1
4104-6a-2106-2005-4101-6a 4104 i32.const4 6a i32.add 2106 local.set6 2005 local.get5 4101 i32.const1 6a i32.add
6a-2106-2005-4101-6a-2105 6a i32.add 2106 local.set6 2005 local.get5 4101 i32.const1 6a i32.add 2105 local.set5
2106-2005-4101-6a-2105-0c00 2106 local.set6 2005 local.get5 4101 i32.const1 6a i32.add 2105 local.set5 0c00 br0
2005-4101-6a-2105-0c00-0b 2005 local.get5 4101 i32.const1 6a i32.add 2105 local.set5 0c00 br0 0b end
4101-6a-2105-0c00-0b-0b 4101 i32.const1 6a i32.add 2105 local.set5 0c00 br0 0b end 0b end
6a-2105-0c00-0b-0b-2004 6a i32.add 2105 local.set5 0c00 br0 0b end 0b end 2004 local.get4
2105-0c00-0b-0b-2004-2008 2105 local.set5 0c00 br0 0b end 0b end 2004 local.get4 2008 local.get8
0c00-0b-0b-2004-2008-2000 0c00 br0 0b end 0b end 2004 local.get4 2008 local.get8 2000 local.get0
0b-0b-2004-2008-2000-280204 0b end 0b end 2004 local.get4 2008 local.get8 2000 local.get0 280204 i32.load24
0b-2004-2008-2000-280204-2003 0b end 2004 local.get4 2008 local.get8 2000 local.get0 280204 i32.load24 2003 local.get3
2004-2008-2000-280204-2003-6a 2004 local.get4 2008 local.get8 2000 local.get0 280204 i32.load24 2003 local.get3 6a i32.add
2008-2000-280204-2003-6a-2d0000 2008 local.get8 2000 local.get0 280204 i32.load24 2003 local.get3 6a i32.add 2d0000 i32.load8_u00
2000-280204-2003-6a-2d0000-46 2000 local.get0 280204 i32.load24 2003 local.get3 6a i32.add 2d0000 i32.load8_u00 46 i32.eq
280204-2003-6a-2d0000-46-6a 280204 i32.load24 2003 local.get3 6a i32.add 2d0000 i32.load8_u00 46 i32.eq 6a i32.add
2003-6a-2d0000-46-6a-2104 2003 local.get3 6a i32.add 2d0000 i32.load8_u00 46 i32.eq 6a i32.add 2104 local.set4
6a-2d0000-46-6a-2104-2003 6a i32.add 2d0000 i32.load8_u00 46 i32.eq 6a i32.add 2104 local.set4 2003 local.get3
2d0000-46-6a-2104-2003-4101 2d0000 i32.load8_u00 46 i32.eq 6a i32.add 2104 local.set4 2003 local.get3 4101 i32.const1
46-6a-2104-2003-4101-6a 46 i32.eq 6a i32.add 2104 local.set4 2003 local.get3 4101 i32.const1 6a i32.add
6a-2104-2003-4101-6a-2103 6a i32.add 2104 local.set4 2003 local.get3 4101 i32.const1 6a i32.add 2103 local.set3
2104-2003-4101-6a-2103-0c00 2104 local.set4 2003 local.get3 4101 i32.const1 6a i32.add 2103 local.set3 0c00 br0
2003-4101-6a-2103-0c00-0b 2003 local.get3 4101 i32.const1 6a i32.add 2103 local.set3 0c00 br0 0b end
4101-6a-2103-0c00-0b-0b 4101 i32.const1 6a i32.add 2103 local.set3 0c00 br0 0b end 0b end
6a-2103-0c00-0b-0b-2002 6a i32.add 2103 local.set3 0c00 br0 0b end 0b end 2002 local.get2
2103-0c00-0b-0b-2002-4130 2103 local.set3 0c00 br0 0b end 0b end 2002 local.get2 4130 i32.const48
0c00-0b-0b-2002-4130-6a 0c00 br0 0b end 0b end 2002 local.get2 4130 i32.const48 6a i32.add
0b-0b-2002-4130-6a-248080808000 0b end 0b end 2002 local.get2 4130 i32.const48 6a i32.add 248080808000 global.set0<__stack_pointer>
0b-2002-4130-6a-248080808000-2004 0b end 2002 local.get2 4130 i32.const48 6a i32.add 248080808000 global.set0<__stack_pointer> 2004 local.get4
2002-4130-6a-248080808000-2004-b2 2002 local.get2 4130 i32.const48 6a i32.add 248080808000 global.set0<__stack_pointer> 2004 local.get4 b2 f32.convert_i32_s
4130-6a-248080808000-2004-b2-2005 4130 i32.const48 6a i32.add 248080808000 global.set0<__stack_pointer> 2004 local.get4 b2 f32.convert_i32_s 2005 local.get5
6a-248080808000-2004-b2-2005-b3 6a i32.add 248080808000 global.set0<__stack_pointer> 2004 local.get4 b2 f32.convert_i32_s 2005 local.get5 b3 f32.convert_i32_u
248080808000-2004-b2-2005-b3-95 248080808000 global.set0<__stack_pointer> 2004 local.get4 b2 f32.convert_i32_s 2005 local.get5 b3 f32.convert_i32_u 95 f32.div
2004-b2-2005-b3-95-0b 2004 local.get4 b2 f32.convert_i32_s 2005 local.get5 b3 f32.convert_i32_u 95 f32.div 0b end
b2-2005-b3-95-0b-067f b2 f32.convert_i32_s 2005 local.get5 b3 f32.convert_i32_u 95 f32.div 0b end 067f local[8..13]type=i32
2005-b3-95-0b-067f-017d 2005 local.get5 b3 f32.convert_i32_u 95 f32.div 0b end 067f local[8..13]type=i32 017d local[14]type=f32
b3-95-0b-067f-017d-238080808000 b3 f32.convert_i32_u 95 f32.div 0b end 067f local[8..13]type=i32 017d local[14]type=f32 238080808000 global.get0<__stack_pointer>
95-0b-067f-017d-238080808000-41d0f501 95 f32.div 0b end 067f local[8..13]type=i32 017d local[14]type=f32 238080808000 global.get0<__stack_pointer> 41d0f501 i32.const31440
0b-067f-017d-238080808000-41d0f501-6b 0b end 067f local[8..13]type=i32 017d local[14]type=f32 238080808000 global.get0<__stack_pointer> 41d0f501 i32.const31440 6b i32.sub
067f-017d-238080808000-41d0f501-6b-2202 067f local[8..13]type=i32 017d local[14]type=f32 238080808000 global.get0<__stack_pointer> 41d0f501 i32.const31440 6b i32.sub 2202 local.tee2
017d-238080808000-41d0f501-6b-2202-248080808000 017d local[14]type=f32 238080808000 global.get0<__stack_pointer> 41d0f501 i32.const31440 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer>
238080808000-41d0f501-6b-2202-248080808000-4100 238080808000 global.get0<__stack_pointer> 41d0f501 i32.const31440 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0
41d0f501-6b-2202-248080808000-4100-2103 41d0f501 i32.const31440 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3
6b-2202-248080808000-4100-2103-4100 6b i32.sub 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0
2202-248080808000-4100-2103-4100-2802b0d2808000 2202 local.tee2 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0 2802b0d2808000 i32.load210544
248080808000-4100-2103-4100-2802b0d2808000-4100 248080808000 global.set0<__stack_pointer> 4100 i32.const0 2103 local.set3 4100 i32.const0 2802b0d2808000 i32.load210544 4100 i32.const0
4100-2103-4100-2802b0d2808000-4100-2802b4d2808000 4100 i32.const0 2103 local.set3 4100 i32.const0 2802b0d2808000 i32.load210544 4100 i32.const0 2802b4d2808000 i32.load210548
2103-4100-2802b0d2808000-4100-2802b4d2808000-109380808000 2103 local.set3 4100 i32.const0 2802b0d2808000 i32.load210544 4100 i32.const0 2802b4d2808000 i32.load210548 109380808000 call19<mnist_get_dataset>
4100-2802b0d2808000-4100-2802b4d2808000-109380808000-2104 4100 i32.const0 2802b0d2808000 i32.load210544 4100 i32.const0 2802b4d2808000 i32.load210548 109380808000 call19<mnist_get_dataset> 2104 local.set4
2802b0d2808000-4100-2802b4d2808000-109380808000-2104-4100 2802b0d2808000 i32.load210544 4100 i32.const0 2802b4d2808000 i32.load210548 109380808000 call19<mnist_get_dataset> 2104 local.set4 4100 i32.const0
4100-2802b4d2808000-109380808000-2104-4100-2802b8d2808000 4100 i32.const0 2802b4d2808000 i32.load210548 109380808000 call19<mnist_get_dataset> 2104 local.set4 4100 i32.const0 2802b8d2808000 i32.load210552
2802b4d2808000-109380808000-2104-4100-2802b8d2808000-4100 2802b4d2808000 i32.load210548 109380808000 call19<mnist_get_dataset> 2104 local.set4 4100 i32.const0 2802b8d2808000 i32.load210552 4100 i32.const0
109380808000-2104-4100-2802b8d2808000-4100-2802bcd2808000 109380808000 call19<mnist_get_dataset> 2104 local.set4 4100 i32.const0 2802b8d2808000 i32.load210552 4100 i32.const0 2802bcd2808000 i32.load210556
2104-4100-2802b8d2808000-4100-2802bcd2808000-109380808000 2104 local.set4 4100 i32.const0 2802b8d2808000 i32.load210552 4100 i32.const0 2802bcd2808000 i32.load210556 109380808000 call19<mnist_get_dataset>
4100-2802b8d2808000-4100-2802bcd2808000-109380808000-2105 4100 i32.const0 2802b8d2808000 i32.load210552 4100 i32.const0 2802bcd2808000 i32.load210556 109380808000 call19<mnist_get_dataset> 2105 local.set5
2802b8d2808000-4100-2802bcd2808000-109380808000-2105-2002 2802b8d2808000 i32.load210552 4100 i32.const0 2802bcd2808000 i32.load210556 109380808000 call19<mnist_get_dataset> 2105 local.set5 2002 local.get2
4100-2802bcd2808000-109380808000-2105-2002-4118 4100 i32.const0 2802bcd2808000 i32.load210556 109380808000 call19<mnist_get_dataset> 2105 local.set5 2002 local.get2 4118 i32.const24
2802bcd2808000-109380808000-2105-2002-4118-6a 2802bcd2808000 i32.load210556 109380808000 call19<mnist_get_dataset> 2105 local.set5 2002 local.get2 4118 i32.const24 6a i32.add
109380808000-2105-2002-4118-6a-109680808000 109380808000 call19<mnist_get_dataset> 2105 local.set5 2002 local.get2 4118 i32.const24 6a i32.add 109680808000 call22<neural_network_random_weights>
2105-2002-4118-6a-109680808000-2004 2105 local.set5 2002 local.get2 4118 i32.const24 6a i32.add 109680808000 call22<neural_network_random_weights> 2004 local.get4
2002-4118-6a-109680808000-2004-280208 2002 local.get2 4118 i32.const24 6a i32.add 109680808000 call22<neural_network_random_weights> 2004 local.get4 280208 i32.load28
4118-6a-109680808000-2004-280208-41e400 4118 i32.const24 6a i32.add 109680808000 call22<neural_network_random_weights> 2004 local.get4 280208 i32.load28 41e400 i32.const100
6a-109680808000-2004-280208-41e400-6e 6a i32.add 109680808000 call22<neural_network_random_weights> 2004 local.get4 280208 i32.load28 41e400 i32.const100 6e i32.div_u
109680808000-2004-280208-41e400-6e-2106 109680808000 call22<neural_network_random_weights> 2004 local.get4 280208 i32.load28 41e400 i32.const100 6e i32.div_u 2106 local.set6
2004-280208-41e400-6e-2106-2002 2004 local.get4 280208 i32.load28 41e400 i32.const100 6e i32.div_u 2106 local.set6 2002 local.get2
280208-41e400-6e-2106-2002-4110 280208 i32.load28 41e400 i32.const100 6e i32.div_u 2106 local.set6 2002 local.get2 4110 i32.const16
41e400-6e-2106-2002-4110-6a 41e400 i32.const100 6e i32.div_u 2106 local.set6 2002 local.get2 4110 i32.const16 6a i32.add
6e-2106-2002-4110-6a-2107 6e i32.div_u 2106 local.set6 2002 local.get2 4110 i32.const16 6a i32.add 2107 local.set7
2106-2002-4110-6a-2107-0240 2106 local.set6 2002 local.get2 4110 i32.const16 6a i32.add 2107 local.set7 0240 block
2002-4110-6a-2107-0240-0340 2002 local.get2 4110 i32.const16 6a i32.add 2107 local.set7 0240 block 0340 loop
4110-6a-2107-0240-0340-2003 4110 i32.const16 6a i32.add 2107 local.set7 0240 block 0340 loop 2003 local.get3
6a-2107-0240-0340-2003-41e807 6a i32.add 2107 local.set7 0240 block 0340 loop 2003 local.get3 41e807 i32.const1000
2107-0240-0340-2003-41e807-46 2107 local.set7 0240 block 0340 loop 2003 local.get3 41e807 i32.const1000 46 i32.eq
0240-0340-2003-41e807-46-0d01 0240 block 0340 loop 2003 local.get3 41e807 i32.const1000 46 i32.eq 0d01 br_if1
0340-2003-41e807-46-0d01-2004 0340 loop 2003 local.get3 41e807 i32.const1000 46 i32.eq 0d01 br_if1 2004 local.get4
2003-41e807-46-0d01-2004-2002 2003 local.get3 41e807 i32.const1000 46 i32.eq 0d01 br_if1 2004 local.get4 2002 local.get2
41e807-46-0d01-2004-2002-41c0f501 41e807 i32.const1000 46 i32.eq 0d01 br_if1 2004 local.get4 2002 local.get2 41c0f501 i32.const31424
46-0d01-2004-2002-41c0f501-6a 46 i32.eq 0d01 br_if1 2004 local.get4 2002 local.get2 41c0f501 i32.const31424 6a i32.add
0d01-2004-2002-41c0f501-6a-41e400 0d01 br_if1 2004 local.get4 2002 local.get2 41c0f501 i32.const31424 6a i32.add 41e400 i32.const100
2004-2002-41c0f501-6a-41e400-2003 2004 local.get4 2002 local.get2 41c0f501 i32.const31424 6a i32.add 41e400 i32.const100 2003 local.get3
2002-41c0f501-6a-41e400-2003-2006 2002 local.get2 41c0f501 i32.const31424 6a i32.add 41e400 i32.const100 2003 local.get3 2006 local.get6
41c0f501-6a-41e400-2003-2006-70 41c0f501 i32.const31424 6a i32.add 41e400 i32.const100 2003 local.get3 2006 local.get6 70 i32.rem_u
6a-41e400-2003-2006-70-109580808000 6a i32.add 41e400 i32.const100 2003 local.get3 2006 local.get6 70 i32.rem_u 109580808000 call21<mnist_batch>
41e400-2003-2006-70-109580808000-1a 41e400 i32.const100 2003 local.get3 2006 local.get6 70 i32.rem_u 109580808000 call21<mnist_batch> 1a drop
2003-2006-70-109580808000-1a-2002 2003 local.get3 2006 local.get6 70 i32.rem_u 109580808000 call21<mnist_batch> 1a drop 2002 local.get2
2006-70-109580808000-1a-2002-41c0f501 2006 local.get6 70 i32.rem_u 109580808000 call21<mnist_batch> 1a drop 2002 local.get2 41c0f501 i32.const31424
70-109580808000-1a-2002-41c0f501-6a 70 i32.rem_u 109580808000 call21<mnist_batch> 1a drop 2002 local.get2 41c0f501 i32.const31424 6a i32.add
109580808000-1a-2002-41c0f501-6a-2002 109580808000 call21<mnist_batch> 1a drop 2002 local.get2 41c0f501 i32.const31424 6a i32.add 2002 local.get2
